pid,author,tid,title,kana,trans,kousakun,kousakuk,status,statusdate,original,publisher,editionn,editionk
000879,"芥川 竜之介",051212,"「支那游記」自序",新字新仮名,"","門田裕志","岡山勝美",公開,2015-03-28,"上海游記・江南游記","講談社文芸文庫、講談社","2001（平成13）年10月10日第1刷","2001（平成13）年10月10日第1刷"
000879,"芥川 竜之介",043380,"島木赤彦氏",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-10,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",002326,"耳目記",新字旧仮名,"","j.utiyama","j.utiyama",公開,1999-02-15,"芥川龍之介全集　第四巻","筑摩書房","1971（昭和46）年10月5日初版第5刷","1971（昭和46）年10月5日初版第5刷"
000879,"芥川 竜之介",001129,"霜夜",新字旧仮名,"","もりみつじゅんじ","松永正敏",公開,2002-10-05,"芥川龍之介全集　第十巻","岩波書店","1996（平成8）年8月8日発行",""
000879,"芥川 竜之介",000059,"邪宗門",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-12-07,"芥川龍之介全集2","ちくま文庫、筑摩書房","1996（平成8）7月15日第11刷","1996（平成8）7月15日第11刷"
000879,"芥川 竜之介",051215,"上海游記",新字新仮名,"","門田裕志","岡山勝美",公開,2015-05-24,"上海游記・江南游記","講談社文芸文庫、講談社","2001（平成13）年10月10日第1刷","2001（平成13）年10月10日第1刷"
000879,"芥川 竜之介",000062,"十円札",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-05,"芥川龍之介全集5","ちくま文庫、筑摩書房","1995（平成7）年4月10日第6刷","1996（平成8）年7月15日第7刷"
000879,"芥川 竜之介",000162,"秋山図",新字新仮名,"","j.utiyama","もりみつじゅんじ",公開,1999-05-15,"日本文学全集28芥川龍之介集","集英社","",""
000879,"芥川 竜之介",003769,"蒐書",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-19,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000158,"侏儒の言葉",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-13,"芥川龍之介全集7","ちくま文庫、筑摩書房","1998（平成10）年2月17日第4刷","1998（平成10）年2月17日第4刷"
000879,"芥川 竜之介",043751,"侏儒の言葉",新字旧仮名,"","五十嵐仁","林幸雄",公開,2007-10-11,"芥川龍之介全集　第十三巻","岩波書店","1996（平成8）年11月8日発行","1996（平成8）年11月8日発行"
000879,"芥川 竜之介",024451,"「侏儒の言葉」の序",旧字旧仮名,"","高柳典子","多羅尾伴内",公開,2003-07-24,"芥川龍之介全集　第九巻","岩波書店","1983（昭和58）年1月20日第2刷",""
000879,"芥川 竜之介",000161,"酒虫",新字旧仮名,"","もりみつじゅんじ","林めぐみ",公開,1998-11-13,"芥川龍之介全集　第一巻","岩波書店","",""
000879,"芥川 竜之介",000160,"出帆",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-12,"羅生門・鼻・芋粥","角川文庫、角川書店","1985（昭和60）年11月10日改版38版","1985（昭和60）年11月10日改版38版"
000879,"芥川 竜之介",000063,"じゅりあの・吉助",新字新仮名,"","j.utiyama","もりみつじゅんじ",公開,1998-12-28,"芥川龍之介全集3","ちくま文庫、筑摩書房","1996（平成8）年4月1日第8刷発行",""
000879,"芥川 竜之介",000159,"俊寛",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-12-19,"芥川龍之介全集4","ちくま文庫、筑摩書房","1993（平成5）年12月25日第6刷","1996（平成8）年7月15日第8刷"
000879,"芥川 竜之介",000156,"将軍",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-12,"芥川龍之介全集4","ちくま文庫、筑摩書房","1996（平成8）年7月15日第8刷","1996（平成8）年7月15日第8刷"
000879,"芥川 竜之介",003813,"商賈聖母",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-19,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",003801,"饒舌",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-22,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",004313,"小説作法十則",新字旧仮名,"","もりみつじゅんじ","土屋隆",公開,2009-01-21,"芥川龍之介全集　第十六巻","岩波書店","1997（平成9）年2月10日　","1997（平成9）年2月10日"
000879,"芥川 竜之介",004278,"小説の戯曲化",新字旧仮名,"","もりみつじゅんじ","松永正敏",公開,2002-10-06,"芥川龍之介全集　第十一巻","岩波書店","1996（平成8）年9月9日発行",""
000879,"芥川 竜之介",003794,"小説の読者",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-22,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000155,"少年",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-08,"芥川龍之介全集5","ちくま文庫、筑摩書房","1995（平成7）年4月10日第6刷","1996（平成8）年7月15日第7刷"
000879,"芥川 竜之介",003770,"娼婦美と冒険",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-22,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",003795,"食物として",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-22,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000148,"虱",新字旧仮名,"","j.utiyama","野口英司",公開,1998-03-16,"現代日本文学大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日初版第1刷",""
000879,"芥川 竜之介",024452,"しるこ",旧字旧仮名,"","高柳典子","多羅尾伴内",公開,2003-07-24,"芥川龍之介全集　第九巻","岩波書店","1983（昭和58）年1月20日第2刷",""
000879,"芥川 竜之介",000149,"白",新字新仮名,"","j.utiyama","もりみつじゅんじ",公開,1999-03-01,"芥川龍之介全集5","ちくま文庫、筑摩書房","1995（平成7）年4月10日第6刷",""
000879,"芥川 竜之介",000147,"蜃気楼",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-24,"昭和文学全集　第1巻","小学館","1987（昭和62）年5月1日初版第1刷",""
000879,"芥川 竜之介",004280,"新緑の庭",新字旧仮名,"","もりみつじゅんじ","松永正敏",公開,2002-10-06,"芥川龍之介全集　第十一巻","岩波書店","1996（平成8）年9月9日発行",""
000879,"芥川 竜之介",002322,"塵労",新字旧仮名,"","j.utiyama","j.utiyama",公開,1999-02-15,"芥川龍之介全集　第四巻","筑摩書房","1971（昭和46）年10月5日初版第5刷","1971（昭和46）年10月5日初版第5刷"
000879,"芥川 竜之介",000153,"素戔嗚尊",新字新仮名,"","j.utiyama","湯地光弘",公開,1999-08-27,"芥川龍之介全集3","ちくま文庫、筑摩書房","1996（平成8）年4月1日第8刷","1997（平成9）年4月15日第9刷"
000879,"芥川 竜之介",000154,"捨児",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-12-19,"芥川龍之介全集4","ちくま文庫、筑摩書房","1993（平成5）年12月25日第6刷","1996（平成8）年7月15日第8刷"
000879,"芥川 竜之介",000142,"青年と死",新字新仮名,"","野口英司","",公開,1998-03-11,"芥川龍之介全集1","ちくま文庫、筑摩書房","1997（平成9）年4月15日第14刷",""
000879,"芥川 竜之介",003756,"西洋画のやうな日本画",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-22,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000143,"仙人",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-12-06,"芥川龍之介全集1","ちくま文庫、筑摩書房","1995（平成7）年10月5日第13刷","1997（平成9）年4月15日第14刷"
000879,"芥川 竜之介",000144,"仙人",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-05,"芥川龍之介全集5","ちくま文庫、筑摩書房","1995（平成7）年4月10日第6刷","1996（平成8）年7月15日第7刷"
000879,"芥川 竜之介",002325,"仙人",新字旧仮名,"","j.utiyama","j.utiyama",公開,1999-02-15,"芥川龍之介全集　第四巻","筑摩書房","1971（昭和46）年10月5日初版第5刷","1971（昭和46）年10月5日初版第5刷"
000879,"芥川 竜之介",000150,"葬儀記",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-12,"羅生門・鼻・芋粥","角川文庫、角川書店","1985（昭和60）年11月10日改版38版","1985（昭和60）年11月10日改版38版"
000879,"芥川 竜之介",003799,"創作",新字旧仮名,"","土屋隆","松永正敏",公開,2007-08-09,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000152,"早春",新字新仮名,"","j.utiyama","奥西久美",公開,1998-12-11,"芥川龍之介全集5","ちくま文庫、筑摩書房","1995（平成7）年4月10日第6刷","1996（平成8）年7月15日第7刷"
000879,"芥川 竜之介",000151,"漱石山房の秋",新字旧仮名,"","j.utiyama","かとうかおり",公開,1999-01-26,"芥川龍之介作品集　第三巻","昭和出版社","1965（昭和40）年12月20日",""
000879,"芥川 竜之介",002321,"漱石山房の冬",新字旧仮名,"","j.utiyama","かとうかおり",公開,1999-01-26,"芥川龍之介作品集　第三巻","昭和出版社","",""
000879,"芥川 竜之介",004301,"装幀に就いての私の意見",新字旧仮名,"","もりみつじゅんじ","松永正敏",公開,2002-10-08,"芥川龍之介全集　第十二巻","岩波書店","1996（平成8）年10月8日発行",""
000879,"芥川 竜之介",000191,"続西方の人",新字旧仮名,"","j.utiyama","野口英司",公開,1998-06-04,"現代日本文学大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日初版第1刷",""
000879,"芥川 竜之介",003746,"続澄江堂雑記",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-22,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000189,"続芭蕉雑記",新字旧仮名,"","j.utiyama","かとうかおり",公開,1999-01-14,"現代日本文学大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日初版第1刷",""
000879,"芥川 竜之介",000190,"続文芸的な、余りに文芸的な",新字旧仮名,"","j.utiyama","かとうかおり",公開,1999-02-02,"現代日本文学大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日初版第1刷",""
000879,"芥川 竜之介",003744,"続野人生計事",新字旧仮名,"","土屋隆","松永正敏",公開,2007-08-09,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",003793,"その頃の赤門生活",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-22,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000157,"素描三題",新字旧仮名,"","j.utiyama","j.utiyama",公開,1999-02-15,"芥川龍之介全集　第四巻","筑摩書房","1971（昭和46）年10月5日初版第5刷","1971（昭和46）年10月5日初版第5刷"
000879,"芥川 竜之介",004628,"槍ヶ岳紀行",新字旧仮名,"","林幸雄","砂場清隆",公開,2003-03-24,"現代日本紀行文学全集　中部日本編","ほるぷ出版","1976（昭和51）年8月1日",""
000879,"芥川 竜之介",000181,"槍が岳に登った記",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-11,"羅生門・鼻・芋粥","角川文庫、角川書店","1985（昭和60）年11月10日改版38版","1985（昭和60）年11月10日改版38版"
000879,"芥川 竜之介",001127,"悠々荘",新字新仮名,"","j.utiyama","小林繁雄",公開,2005-03-05,"芥川龍之介全集6","ちくま文庫、筑摩書房","1987（昭和62）年3月24日第1刷","2001（平成13）年11月20日第10刷"
000879,"芥川 竜之介",000188,"誘惑",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-26,"昭和文学全集　第1巻","小学館","1987（昭和62）年5月1日初版第1刷",""
000879,"芥川 竜之介",003817,"雪",新字旧仮名,"","土屋隆","松永正敏",公開,2007-08-06,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
