pid,author,tid,title,kana,trans,kousakun,kousakuk,status,statusdate,original,publisher,editionn,editionk
001734,"石波 杏",055606,"心を養う",新字新仮名,"石波 杏","石波杏","",公開,2012-09-29,"","","",""
001734,"石波 杏",057347,"老人と海",新字新仮名,"石波 杏","石波杏","",公開,2015-10-03,"","","",""
000102,"石橋 忍月",000945,"罪過論",新字旧仮名,"","j.utiyama","八巻美恵",公開,1998-03-24,"現代日本文學大系　96　文藝評論集","筑摩書房","1973（昭和48）年7月10日初版第1刷","1989（平成元）年10月1日初版第13刷"
000102,"石橋 忍月",000538,"舞姫",新字旧仮名,"","j.utiyama","八巻美恵",公開,1998-03-24,"現代日本文學大系　96　文藝評論集","筑摩書房","1973（昭和48）年7月10日初版第1刷","1989（平成元）年10月1日初版第13刷"
001742,"石原 忍",055751,"色盲検査表の話",新字新仮名,"","sogo","仙酔ゑびす",公開,2014-01-01,"現代日本記録全集9　科学と技術","筑摩書房","1970（昭和45）年2月28日初版第1刷","1970（昭和45）年2月28日初版第1刷"
001429,"石原 純",058005,"アインシュタイン教授をわが国に迎えて",新字新仮名,"","高瀬竜一","フクポー",公開,2019-03-14,"随想全集　第九巻","尚学図書","1969（昭和44）年11月5日","1969（昭和44）年11月5日"
001429,"石原 純",058156,"雨粒",新字新仮名,"","岡村和彦","高瀬竜一",公開,2018-01-19,"日本近代随筆選　1出会いの時〔全3冊〕","岩波文庫、岩波書店","2016（平成28）年6月15日第2刷","2016（平成28）年4月15日第1刷"
001429,"石原 純",058549,"伊能忠敬",新字新仮名,"","高瀬竜一","sogo",公開,2019-01-11,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
001429,"石原 純",058008,"ガリレオ・ガリレイ",新字新仮名,"","高瀬竜一","sogo",公開,2019-02-15,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
001429,"石原 純",058045,"キュリー夫人",新字新仮名,"","高瀬竜一","sogo",公開,2018-11-07,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
001429,"石原 純",058046,"グレゴール・メンデル",新字新仮名,"","高瀬竜一","sogo",公開,2018-07-20,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
001429,"石原 純",058004,"左千夫先生への追憶",新字新仮名,"","高瀬竜一","フクポー",公開,2018-07-30,"随想全集　第九巻","尚学図書","1969（昭和44）年11月5日","1969（昭和44）年11月5日"
001429,"石原 純",058160,"ジェームズ・ワット",新字新仮名,"","高瀬竜一","sogo",公開,2018-08-25,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
001429,"石原 純",053864,"社会事情と科学的精神",新字新仮名,"","川山隆","高瀬竜一",公開,2016-07-27,"現代日本思想大系　25　科学の思想Ⅰ","筑摩書房","1964（昭和39）年9月25日","1975（昭和50）年5月30日初版第10刷"
001429,"石原 純",050328,"相対性理論",新字新仮名,"石原 純","京都大学電子テクスト研究会入力班","高瀬竜一",公開,2018-04-18,"世界大思想全集　48","春秋社","1930（昭和5）年12月5日","1930（昭和5）年12月5日"
001429,"石原 純",058020,"チャールズ・ダーウィン",新字新仮名,"","高瀬竜一","sogo",公開,2019-02-12,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
001429,"石原 純",058161,"トーマス・エディソン",新字新仮名,"","高瀬竜一","sogo",公開,2019-02-11,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
001429,"石原 純",055750,"日本文化と科学的思想",新字新仮名,"","sogo","高瀬竜一",公開,2016-07-27,"現代日本記録全集9　科学と技術","筑摩書房","1970（昭和45）年2月28日初版第1刷","1970（昭和45）年2月28日初版第1刷"
001429,"石原 純",058021,"ニュートン",新字新仮名,"","高瀬竜一","sogo",公開,2018-12-25,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
001429,"石原 純",058047,"ヘルムホルツ",新字新仮名,"","高瀬竜一","sogo",公開,2018-08-31,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
001429,"石原 純",058048,"マイケル・ファラデイ",新字新仮名,"","高瀬竜一","sogo",公開,2018-09-22,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
001429,"石原 純",058049,"メンデレーエフ",新字新仮名,"","高瀬竜一","sogo",公開,2019-02-08,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
001429,"石原 純",058022,"ラヴォアジエ",新字新仮名,"","高瀬竜一","sogo",公開,2018-08-26,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
001429,"石原 純",058162,"ルイ・パストゥール",新字新仮名,"","高瀬竜一","sogo",公開,2018-09-28,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
001429,"石原 純",058163,"ロード・ラザフォード",新字新仮名,"","高瀬竜一","sogo",公開,2018-08-30,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
001429,"石原 純",058023,"ロバート・ボイル",新字新仮名,"","高瀬竜一","sogo",公開,2019-01-25,"偉い科學者","實業之日本社","1942（昭和17）年10月10日","1942（昭和17）年10月10日"
000230,"石原 莞爾",001154,"最終戦争論",新字新仮名,"","林孝司","KOKODA",公開,2001-08-29,"最終戦争論・戦争史大観","中公文庫、中央公論社","1995（平成7）年6月10日5版",""
000230,"石原 莞爾",001156,"新日本の進路 石原莞爾将軍の遺書",旧字新仮名,"","薦田佳子","土屋隆",公開,2006-09-14,"石原莞爾全集　第二巻","石原莞爾全集刊行会","1976（昭和51）年5月30日　","1976（昭和51）年5月30日　"
000230,"石原 莞爾",055635,"戦争史大観",新字新仮名,"","林孝司","KOKODA",公開,2001-08-29,"最終戦争論・戦争史大観","中公文庫、中央公論社","1995（平成7）年6月10日5版",""
000050,"泉 鏡花",001040,"愛と婚姻",新字旧仮名,"","小林徹","鈴木厚司",公開,2000-09-20,"現代日本文學大系　5　樋口一葉・明治女流文學・泉鏡花集","筑摩書房","1987（昭和62）年2月10日初版第13刷",""
000050,"泉 鏡花",004563,"悪獣篇",新字新仮名,"","門田裕志","土屋隆",公開,2006-12-19,"泉鏡花集成4","ちくま文庫、筑摩書房","1995（平成7）年10月24日第1刷","2004（平成16）年3月20日第2刷"
000050,"泉 鏡花",033223,"芥川竜之介氏を弔ふ",旧字旧仮名,"","高柳典子","門田裕志",公開,2003-09-12,"鏡花全集　第二十八巻","岩波書店","1976（昭和51）年2月2日第2刷","1988（昭和63）年12月2日第3刷"
000050,"泉 鏡花",050768,"麻を刈る",旧字旧仮名,"","門田裕志","岡村和彦",公開,2018-02-02,"鏡花全集　巻二十七","岩波書店","1988（昭和63）年11月2日第3刷","1976（昭和51）年1月6日第2刷"
000050,"泉 鏡花",003582,"紫陽花",新字旧仮名,"","門田裕志","林幸雄",公開,2002-05-20,"花の名随筆6　六月の花","作品社","1999（平成11）年5月10日初版第1刷",""
000050,"泉 鏡花",050791,"熱海の春",旧字旧仮名,"","門田裕志","岡村和彦",公開,2018-04-13,"鏡花全集　巻二十七","岩波書店","1988（昭和63）年11月2日第3刷","1976（昭和51）年1月6日第2刷"
000050,"泉 鏡花",048384,"雨ばけ",新字旧仮名,"","門田裕志","川山隆",公開,2009-05-23,"日本幻想文学集成1　泉鏡花","国書刊行会","1995（平成7）年10月9日初版第5刷","1991（平成3）年3月25日初版第1刷"
000050,"泉 鏡花",050792,"雨ふり",旧字旧仮名,"","門田裕志","岡村和彦",公開,2018-04-13,"鏡花全集　巻二十七","岩波書店","1988（昭和63）年11月2日第3刷発行","1976（昭和51）年1月6日第2刷発行"
000050,"泉 鏡花",048385,"霰ふる",新字新仮名,"","門田裕志","坂本真一",公開,2015-11-07,"文豪怪談傑作選　泉鏡花集　黒壁","ちくま文庫、筑摩書房","2006（平成18）年10月10日第1刷","2006（平成18）年10月10日第1刷"
000050,"泉 鏡花",050793,"飯坂ゆき",旧字旧仮名,"","門田裕志","岡村和彦",公開,2018-08-05,"鏡花全集　巻二十七","岩波書店","1988（昭和63）年11月2日第3刷","1976（昭和51）年1月6日第2刷"
000050,"泉 鏡花",050102,"活人形",新字新仮名,"","門田裕志","清角克由",公開,2014-02-23,"泉鏡花集成1","ちくま文庫、筑摩書房","1996（平成8）年8月22日第1刷","1996（平成8）年8月22日第1刷"
000050,"泉 鏡花",033204,"遺稿",旧字旧仮名,"","門田裕志","多羅尾伴内",公開,2003-09-13,"鏡花全集　第二十四巻","岩波書店","1988（昭和63）年8月2日第3刷","1988（昭和63）年8月2日第3刷"
000050,"泉 鏡花",048386,"遺稿 02 遺稿",新字新仮名,"","門田裕志","坂本真一",公開,2017-03-23,"文豪怪談傑作選　泉鏡花集　黒壁","ちくま文庫、筑摩書房","2006（平成18）年10月10日第1刷","2006（平成18）年10月10日第1刷"
000050,"泉 鏡花",050769,"十六夜",旧字旧仮名,"","門田裕志","川山隆",公開,2011-09-05,"鏡花全集　巻二十七","岩波書店","1988（昭和63）年11月2日第3刷","1976（昭和51）年1月6日第2刷 "
000050,"泉 鏡花",050776,"人参",旧字旧仮名,"","門田裕志","川山隆",公開,2011-09-26,"鏡花全集　巻二十七","岩波書店","1988（昭和63）年11月2日第3刷","1976（昭和51）年1月6日第2刷 "
000050,"泉 鏡花",004742,"沼夫人",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2011-04-29,"泉鏡花集成5","ちくま文庫、筑摩書房","1996（平成8）年2月22日第1刷","1996（平成8）年2月22日第1刷"
000050,"泉 鏡花",003543,"売色鴨南蛮",新字新仮名,"","門田裕志","今井忠夫",公開,2003-09-10,"泉鏡花集成7","ちくま文庫、筑摩書房","1995（平成7）年12月4日第1刷",""
000050,"泉 鏡花",048410,"蠅を憎む記",新字旧仮名,"","門田裕志","川山隆",公開,2009-06-04,"日本幻想文学集成1　泉鏡花","国書刊行会","1995（平成7）年10月9日初版第5刷","1991（平成3）年3月25日初版第1刷"
000050,"泉 鏡花",048411,"伯爵の釵",新字旧仮名,"","門田裕志","川山隆",公開,2009-05-31,"日本幻想文学集成1　泉鏡花","国書刊行会","1995（平成7）年10月9日初版第5刷","1991（平成3）年3月25日初版第1刷"
000050,"泉 鏡花",003542,"伯爵の釵",新字新仮名,"","門田裕志","今井忠夫",公開,2003-09-11,"泉鏡花集成7","ちくま文庫、筑摩書房","1995（平成7）年12月4日第1刷",""
000050,"泉 鏡花",004264,"化銀杏",新字新仮名,"","門田裕志","土屋隆",公開,2006-08-08,"泉鏡花集成2","ちくま文庫、筑摩書房","1996（平成8）年4月24日第1刷",""
000886,"泉 鏡太郎",050785,"みつ柏",旧字旧仮名,"","門田裕志","川山隆",公開,2011-10-13,"鏡花全集　巻二十七","岩波書店","1988（昭和63）年11月2日第3刷","1976（昭和51）年1月6日第2刷 "
000886,"泉 鏡太郎",050790,"木菟俗見",旧字旧仮名,"","門田裕志","岡村和彦",公開,2017-11-04,"鏡花全集　巻二十七","岩波書店","1988（昭和63）年11月2日第3刷","1976（昭和51）年1月6日第2刷"
000886,"泉 鏡太郎",004597,"麦搗",旧字旧仮名,"","門田裕志","川山隆",公開,2011-10-13,"鏡花全集　巻二十七","岩波書店","1988（昭和63）年11月2日第3刷","1976（昭和51）年1月6日第2刷 "
000886,"泉 鏡太郎",050786,"湯どうふ",旧字旧仮名,"","門田裕志","川山隆",公開,2011-10-17,"鏡花全集　巻二十七","岩波書店","1988（昭和63）年11月2日第3刷","1976（昭和51）年1月6日第2刷 "
000886,"泉 鏡太郎",050787,"露宿",旧字旧仮名,"","門田裕志","川山隆",公開,2011-10-17,"鏡花全集　巻二十七","岩波書店","1988（昭和63）年11月2日第3刷","1976（昭和51）年1月6日第2刷 "
001665,"泉 芳朗",054415,"アコウの木",新字旧仮名,"","坂本真一","フクポー",公開,2018-03-18,"沖縄文学全集　第1巻　詩Ⅰ","国書刊行会","1991（平成3）年6月6日第1刷","1991（平成3）年6月6日第1刷"
001665,"泉 芳朗",054416,"生地売り",新字旧仮名,"","坂本真一","フクポー",公開,2018-05-10,"沖縄文学全集　第1巻　詩Ⅰ","国書刊行会","1991（平成3）年6月6日第1刷","1991（平成3）年6月6日第1刷"
001665,"泉 芳朗",054417,"十二月の島だより",新字旧仮名,"","坂本真一","フクポー",公開,2018-04-09,"沖縄文学全集　第1巻　詩Ⅰ","国書刊行会","1991（平成3）年6月6日第1刷","1991（平成3）年6月6日第1刷"
000864,"板倉 勝宣",002651,"五色温泉スキー日記",新字新仮名,"","林幸雄","ちはる",公開,2001-12-25,"山と雪の日記","中公文庫、中央公論社","1992（平成4）年12月15日6版",""
000864,"板倉 勝宣",002650,"春の上河内へ",新字新仮名,"","林幸雄","田口彩子",公開,2001-12-08,"山と雪の日記","中公文庫、中央公論社","1992（平成4）年12月15日6版",""
000864,"板倉 勝宣",002652,"春の槍から帰って",新字新仮名,"","林幸雄","土屋隆",公開,2001-11-15,"山と雪の日記","中公文庫、中央公論社","1992（平成4）年12月15日6版",""
000864,"板倉 勝宣",002640,"山と雪の日記",新字新仮名,"","林幸雄","田口彩子",公開,2001-12-08,"山と雪の日記","中公文庫、中央公論社","1992（平成4）年12月15日6版",""
000231,"伊丹 万作",001191,"映画界手近の問題",新字新仮名,"","土屋隆","染川隆俊",公開,2008-05-27,"現代日本思想大系　14　芸術の思想","筑摩書房","1964（昭和39）年8月15日","1964（昭和39）年8月15日"
000231,"伊丹 万作",043636,"映画と音楽",新字新仮名,"","鈴木厚司","土屋隆",公開,2007-08-25,"新装版　伊丹万作全集2","筑摩書房","1982（昭和57）年6月25日3版","1982（昭和57）年6月25日3版"
000231,"伊丹 万作",043868,"映画と民族性",新字新仮名,"","鈴木厚司","土屋隆",公開,2007-08-25,"新装版　伊丹万作全集１","筑摩書房","1982（昭和57）年5月25日3版","1982（昭和57）年5月25日3版"
000231,"伊丹 万作",001192,"映画と癩の問題",新字新仮名,"","土屋隆","染川隆俊",公開,2008-02-26,"現代日本思想大系　14　芸術の思想","筑摩書房","1964（昭和39）年8月15日","　"
000231,"伊丹 万作",043869,"映画の普及力とは",新字新仮名,"","鈴木厚司","土屋隆",公開,2007-08-25,"新装版　伊丹万作全集１","筑摩書房","1982（昭和57）年5月25日3版","1982（昭和57）年5月25日3版"
000231,"伊丹 万作",001190,"演技指導論草案",新字新仮名,"","土屋隆","染川隆俊",公開,2008-05-27,"現代日本思想大系　14　芸術の思想","筑摩書房","1964（昭和39）年8月15日","1964（昭和39）年8月15日　"
000231,"伊丹 万作",043642,"ルネ・クレール私見",新字新仮名,"","鈴木厚司","土屋隆",公開,2007-08-29,"新装版　伊丹万作全集2","筑摩書房","1982（昭和57）年6月25日3版","1982（昭和57）年6月25日3版"
000231,"伊丹 万作",043638,"わが妻の記",新字新仮名,"","鈴木厚司","土屋隆",公開,2007-08-29,"新装版　伊丹万作全集2","筑摩書房","1982（昭和57）年6月25日3版","1982（昭和57）年6月25日3版"
000231,"伊丹 万作",043639,"私の活動写真傍観史",新字新仮名,"","鈴木厚司","染川隆俊",公開,2010-12-20,"新装版　伊丹万作全集2","筑摩書房","1982（昭和57）年6月25日3版","1961（昭和36）年8月20日初版"
000412,"市島 春城",003607,"読書八境",新字旧仮名,"","渡邉つよし","門田裕志",公開,2001-09-12,"日本の名随筆36　読","作品社","1991（平成3）年9月1日第10刷",""
001454,"伊藤 永之介",050633,"押しかけ女房",新字新仮名,"","大野晋","仙酔ゑびす",公開,2010-01-01,"賣春婦","村山書店","1956（昭和31）年11月10日","1956（昭和31）年11月10日"
000058,"伊藤 左千夫",057335,"浅草詣",新字新仮名,"","高瀬竜一","noriko saito",公開,2019-04-03,"土地の記憶　浅草","岩波現代文庫、岩波書店","2000（平成12）年1月14日第1刷","2000（平成12）年1月14日第1刷"
000058,"伊藤 左千夫",051304,"市川の桃花",旧字旧仮名,"","Ｈ．ＹＡＭ","高瀬竜一",公開,2013-09-12,"左千夫全集　第五卷","岩波書店","1977（昭和52）年4月11日","1977（昭和52）年4月11日"
000058,"伊藤 左千夫",057444,"井戸",新字新仮名,"","高瀬竜一","noriko saito",公開,2017-05-30,"作家の自伝102　伊藤左千夫","日本図書センター","2000（平成12）年11月25日初版第1刷","2000（平成12）年11月25日初版第1刷"
000058,"伊藤 左千夫",056526,"落穂",新字新仮名,"","高瀬竜一","noriko saito",公開,2015-07-30,"野菊の墓","アイドル・ブックス、ポプラ社","1977（昭和52）年3月30日11版","1981（昭和56）年10月30日第23刷"
000058,"伊藤 左千夫",057470,"家庭小言",新字新仮名,"","高瀬竜一","noriko saito",公開,2017-05-30,"作家の自伝102　伊藤左千夫","日本図書センター","2000（平成12）年11月25日初版第1刷","2000（平成12）年11月25日初版第1刷"
000058,"伊藤 左千夫",001198,"河口湖",新字新仮名,"","大野晋","小林繁雄",公開,2006-08-16,"野菊の墓他六篇","新学社文庫、新学社","1982（昭和57）年6月1日重版","1969（昭和44）年6月15日第2刷"
000058,"伊藤 左千夫",059060,"牛舎の日記",新字新仮名,"","高瀬竜一","岡村和彦",公開,2018-08-18,"左千夫全集　第二卷","岩波書店","1976（昭和51）年11月25日","1976（昭和51）年11月25日"
000058,"伊藤 左千夫",001199,"去年",新字新仮名,"","大野晋","小林繁雄",公開,2006-08-16,"野菊の墓他六篇","新学社文庫、新学社","1982（昭和57）年6月1日重版","1969（昭和44）年6月15日第2刷"
000058,"伊藤 左千夫",059061,"草花日記",新字新仮名,"","高瀬竜一","岡村和彦",公開,2018-07-30,"左千夫全集　第二卷","岩波書店","1976（昭和51）年11月25日","1976（昭和51）年11月25日"
000058,"伊藤 左千夫",001200,"紅黄録",新字新仮名,"","大野晋","小林繁雄",公開,2006-08-16,"野菊の墓他六篇","新学社文庫、新学社","1982（昭和57）年6月1日重版","1969（昭和44）年6月15日第2刷"
000058,"伊藤 左千夫",052381,"古代之少女",旧字旧仮名,"","Ｈ．ＹＡＭ","高瀬竜一",公開,2014-03-19,"左千夫全集　第三卷","岩波書店","1977（昭和52）年2月10日","1977（昭和52）年2月10日"
000058,"伊藤 左千夫",057469,"子規と和歌",新字新仮名,"","高瀬竜一","きりんの手紙",公開,2018-10-14,"子規選集　第十二巻　子規の思い出","増進会出版社","2002（平成14）年11月5日初版第1刷","2002（平成14）年11月5日初版第1刷"
000058,"伊藤 左千夫",056532,"新万葉物語",新字新仮名,"","高瀬竜一","きりんの手紙",公開,2019-05-01,"伊藤左千夫集","房総文芸選集、あさひふれんど千葉","1990（平成2）年8月10日初版第1刷","1990（平成2）年8月10日初版第1刷"
000058,"伊藤 左千夫",001036,"水害雑録",新字新仮名,"","大野晋","松永正敏",公開,2000-10-23,"野菊の墓","角川文庫、角川書店","",""
000058,"伊藤 左千夫",004396,"水害雑録",旧字旧仮名,"","米田進","松永正敏",公開,2002-04-01,"左千夫全集　第三巻","岩波書店","",""
000058,"伊藤 左千夫",057415,"大雨の前日",新字新仮名,"","高瀬竜一","noriko saito",公開,2016-08-18,"日本掌編小説秀作選　上　雪・月篇","光文社文庫、光文社","1987（昭和62）年12月20日初版1刷","1987（昭和62）年12月20日初版1刷"
000058,"伊藤 左千夫",057991,"滝見の旅",新字新仮名,"","高瀬竜一","岡村和彦",公開,2018-09-18,"左千夫全集　第二卷","岩波書店","1976（昭和51）年11月25日","1976（昭和51）年11月25日"
000058,"伊藤 左千夫",051305,"竹の里人　一",旧字旧仮名,"","Ｈ．ＹＡＭ","高瀬竜一",公開,2013-09-24,"左千夫全集　第五卷","岩波書店","1977（昭和52）年4月11日","1977（昭和52）年4月11日"
000058,"伊藤 左千夫",046341,"茶の湯の手帳",新字新仮名,"","よしだひとみ","土屋隆",公開,2007-08-26,"日本の名随筆24　茶","作品社","1986（昭和61）年2月10日第3刷","1986（昭和61）年6月30日第4刷"
000058,"伊藤 左千夫",056539,"告げ人",新字新仮名,"","高瀬竜一","岡村和彦",公開,2016-08-18,"野菊の墓","ジュニア版日本文学名作選、偕成社","1984（昭和59）年10月44刷","1981（昭和56）年10月40刷"
000058,"伊藤 左千夫",001196,"隣の嫁",新字新仮名,"","大野晋、網迫","富田倫生、林幸雄",公開,2008-11-08,"野菊の墓","集英社文庫、集英社","1981（昭和56）年6月15日第6刷","1981（昭和56）年6月15日第6刷"
000058,"伊藤 左千夫",000625,"奈々子",新字新仮名,"","大野晋","大西敦子",公開,2000-06-02,"野菊の墓","集英社文庫、集英社","1981（昭和56）年6月15日第4刷",""
000058,"伊藤 左千夫",004397,"奈々子",旧字旧仮名,"","米田進","松永正敏",公開,2002-04-01,"左千夫全集　第三卷","岩波書店","",""
000058,"伊藤 左千夫",059162,"根岸庵訪問の記",新字新仮名,"","高瀬竜一","きりんの手紙",公開,2018-10-14,"左千夫全集　第二卷","岩波書店","1976（昭和51）年11月25日","1976（昭和51）年11月25日"
000058,"伊藤 左千夫",000647,"野菊の墓",新字新仮名,"","kaku","伊藤時也",公開,1999-01-07,"日本文学全集別巻1　現代名作集","河出書房","",""
000058,"伊藤 左千夫",056561,"箸",新字新仮名,"","高瀬竜一","岡村和彦",公開,2016-09-18,"野菊の墓","ジュニア版日本文学名作選、偕成社","1984（昭和59）年10月44刷","1981（昭和56）年10月40刷"
000058,"伊藤 左千夫",000371,"浜菊",新字新仮名,"","大野晋","大西敦子",公開,2000-06-19,"野菊の墓","新潮文庫、新潮社","1993（平成5）年6月5日第97刷",""
000058,"伊藤 左千夫",001197,"春の潮",新字新仮名,"","林幸雄","川山隆",公開,2008-11-08,"野菊の墓","集英社文庫、集英社","2007（平成19）年3月25日第4刷","1991（平成3）年6月25日第1刷"
000058,"伊藤 左千夫",000544,"姪子",新字新仮名,"","大野晋","高橋真也",公開,1999-02-13,"野菊の墓","新潮文庫・新潮社","1993（平成5）年6月5日第97刷",""
000058,"伊藤 左千夫",000606,"守の家",新字新仮名,"","大野晋","高橋真也",公開,1999-02-13,"野菊の墓","新潮文庫、新潮社","1993（平成5）年6月5日第97刷",""
000058,"伊藤 左千夫",057970,"八幡の森",新字新仮名,"","高瀬竜一","岡村和彦",公開,2019-04-03,"左千夫全集　第二卷","岩波書店","1976（昭和51）年11月25日","1976（昭和51）年11月25日"
000058,"伊藤 左千夫",051306,"八幡の森",旧字旧仮名,"","Ｈ．ＹＡＭ","高瀬竜一",公開,2013-10-05,"左千夫全集　第二卷","岩波書店","1976（昭和51）年11月25日","1976（昭和51）年11月25日"
000058,"伊藤 左千夫",056569,"老獣医",新字新仮名,"","高瀬竜一","岡村和彦",公開,2016-09-18,"野菊の墓","ジュニア版日本文学名作選、偕成社","1984（昭和59）年10月44刷","1981（昭和56）年10月40刷"
001197,"伊東 静雄",045279,"詩集夏花",新字旧仮名,"","宮元淳一","小林繁雄",公開,2005-06-20,"詩集　わがひとに与ふる哀歌","日本図書センター","2000（平成12）年2月25日初版第1刷","2000（平成12）年2月25日初版第1刷"
001197,"伊東 静雄",045280,"わがひとに与ふる哀歌",新字旧仮名,"","宮元淳一","小林繁雄",公開,2005-06-20,"詩集　わがひとに与ふる哀歌","日本図書センター","2000（平成12）年2月25日初版第1刷","2000（平成12）年2月25日初版第1刷"
001642,"伊藤 信二",054099,"冬のしぶき ――母親から獄中の息子に――",新字新仮名,"","坂本真一","フクポー",公開,2018-08-14,"日本プロレタリア文学集・39　プロレタリア詩集（二）","新日本出版社","1987（昭和62）年6月30日初版","1989（平成元）年5月15日第3刷"
001232,"伊東 忠太",046333,"誤まれる姓名の逆列",旧字旧仮名,"","鈴木厚司","しだひろし",公開,2007-12-02,"木片集","萬里閣書房","1928（昭和3）年6月10日4版","1928（昭和3）年6月10日4版"
001232,"伊東 忠太",046334,"建築の本義",旧字旧仮名,"","鈴木厚司","しだひろし",公開,2007-12-02,"木片集","萬里閣書房","1928（昭和3）年6月10日4版","1928（昭和3）年6月10日4版"
001232,"伊東 忠太",046335,"国語尊重",旧字旧仮名,"","鈴木厚司","しだひろし",公開,2007-12-02,"木片集","萬里閣書房","1928（昭和3）年6月10日4版","1928（昭和3）年6月10日4版"
001232,"伊東 忠太",046336,"日本建築の発達と地震",旧字旧仮名,"","鈴木厚司","しだひろし",公開,2007-12-06,"木片集","萬里閣書房","1928（昭和3）年6月10日4版","1928（昭和3）年6月10日4版"
001232,"伊東 忠太",046337,"妖怪研究",旧字旧仮名,"","鈴木厚司","しだひろし",公開,2007-12-06,"木片集","萬里閣書房","1928（昭和3）年6月10日4版","1928（昭和3）年6月10日4版"
000416,"伊藤 野枝",056961,"青山菊栄様へ",新字旧仮名,"","酒井裕二","雪森",公開,2016-08-21,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","　"
000416,"伊藤 野枝",056232,"新らしき女の道",新字旧仮名,"","門田裕志","雪森",公開,2014-12-16,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",003577,"ある男の堕落",新字新仮名,"","林幸雄","ペガサス",公開,2002-11-13,"伊藤野枝全集　上","學藝書林","1986（昭和61）年11月25日第4刷発行","1970（昭和45）年3月31日第1刷発行"
000416,"伊藤 野枝",047401,"ある女の裁判",新字旧仮名,"","門田裕志","Juki",公開,2013-07-02,"定本　伊藤野枝全集　第一巻　創作","學藝書林","2000（平成12）年3月15日初版","2000（平成12）年3月15日初版"
000416,"伊藤 野枝",047402,"遺書の一部より",新字旧仮名,"","門田裕志","Juki",公開,2013-06-22,"定本　伊藤野枝全集　第一巻　創作","學藝書林","2000（平成12）年3月15日初版","2000（平成12）年3月15日初版"
000416,"伊藤 野枝",056233,"内気な娘とお転婆娘",新字旧仮名,"","門田裕志","雪森",公開,2014-12-19,"定本　伊藤野枝全集　第三巻　評論・随筆・書簡2――『文明批評』以後","學藝書林","2000（平成12）年9月30日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",056967,"女絵師毒絵具を仰ぐ （三面記事評論）",新字旧仮名,"","酒井裕二","きゅうり",公開,2018-09-16,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",004920,"科学の不思議",新字旧仮名,"大杉 栄、伊藤 野枝","小林繁雄、門田裕志","トレンドイースト",公開,2010-08-25,"定本　伊藤野枝全集　第四巻　翻訳","學藝書林","2000（平成12）年12月15日初版","2000（平成12）年12月15日初版"
000416,"伊藤 野枝",047410,"監獄挿話　面会人控所",新字旧仮名,"","門田裕志","Juki",公開,2013-10-13,"定本　伊藤野枝全集　第一巻　創作","學藝書林","2000（平成12）年3月15日初版","2000（平成12）年3月15日初版"
000416,"伊藤 野枝",056969,"寄贈雑誌",新字旧仮名,"","酒井裕二","Juki",公開,2018-01-21,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",056234,"寄贈書籍紹介",新字旧仮名,"","門田裕志","雪森",公開,2014-12-23,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",056235,"嘘言と云ふことに就いての追想",新字旧仮名,"","門田裕志","雪森",公開,2014-12-26,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
