pid,author,tid,title,kana,trans,kousakun,kousakuk,status,statusdate,original,publisher,editionn,editionk,ranking,access,characount,minutes
311,宮本 百合子,4043,『美術運動』への答え,新字新仮名,,柴田卓治,磐余彦,公開,2003/12/30,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,16008,ピッチの様に,新字新仮名,,柴田卓治,土屋隆,公開,2008/3/31,宮本百合子全集　第三十巻,新日本出版社,1986（昭和61）年3月20日初版,1986（昭和61）年3月20日初版,,,,
311,宮本 百合子,2735,ひとごとではない ソヴェト勤労婦人の現状,新字新仮名,,柴田卓治,米田進,公開,2002/11/19,宮本百合子全集　第九巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,7937,一条の縄,新字新仮名,,柴田卓治,土屋隆,公開,2008/9/1,宮本百合子全集　第二十九巻,新日本出版社,1986（昭和61）年3月20日第5刷,1986（昭和61）年3月20日第5刷　,,,,
311,宮本 百合子,3165,一つの感想,新字新仮名,,柴田卓治,米田進,公開,2003/7/30,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2034,一つの出来事,新字新仮名,,柴田卓治,原田頌子,公開,2002/1/2,宮本百合子全集　第一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,4037,一つの灯 私の書いた頃,新字新仮名,,柴田卓治,磐余彦,公開,2003/12/27,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2029,一つの芽生,新字新仮名,,柴田卓治,原田頌子,公開,2002/1/2,宮本百合子全集　第一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3687,一粒の粟,新字新仮名,,柴田卓治,磐余彦,公開,2003/11/3,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,16029,ひととき,新字新仮名,,柴田卓治,土屋隆,公開,2008/3/31,宮本百合子全集　第三十巻,新日本出版社,1986（昭和61）年3月20日初版,1986（昭和61）年3月20日初版,,,,
311,宮本 百合子,15942,ひな勇はん,新字新仮名,,柴田卓治,土屋隆,公開,2009/11/28,宮本百合子全集　第二十八巻（習作一）,新日本出版社,1986（昭和61）年3月20日第6刷,1986（昭和61）年3月20日第6刷,,,,
311,宮本 百合子,2024,火のついた踵,新字新仮名,,柴田卓治,松永正敏,公開,2002/1/8,宮本百合子全集　第二巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2026,日は輝けり,新字新仮名,,柴田卓治,松永正敏,公開,2002/1/1,宮本百合子全集　第一巻,新日本出版社,1986（昭和61）年3月20日第5刷,1979（昭和54）年4月20日初版,,,,
311,宮本 百合子,2001,日々の映り,新字新仮名,,柴田卓治,原田頌子,公開,2002/6/5,宮本百合子全集　第五巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,15992,批評は解放の組織者である,新字新仮名,,柴田卓治,土屋隆,公開,2007/12/29,宮本百合子全集　第三十巻,新日本出版社,1986（昭和61）年3月20日初版,1986（昭和61）年3月20日初版,,,,
311,宮本 百合子,3171,微妙な人間的交錯 雑誌ジャーナリズムの理想性と現実性,新字新仮名,,柴田卓治,米田進,公開,2003/8/2,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,1982,ピムキン、でかした！,新字新仮名,,柴田卓治,松永正敏,公開,2002/6/3,宮本百合子全集　第四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3876,百銭,新字新仮名,,柴田卓治,磐余彦,公開,2003/11/24,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3874,百花園,新字新仮名,,柴田卓治,磐余彦,公開,2003/11/24,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2769,ヒューマニズムの諸相,新字新仮名,,柴田卓治,米田進,公開,2003/3/19,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2768,ヒューマニズムへの道 文芸時評,新字新仮名,,柴田卓治,米田進,公開,2003/3/19,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3015,病菌とたたかう人々,新字新仮名,,柴田卓治,米田進,公開,2003/5/26,宮本百合子全集　第十三巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3974,表現,新字新仮名,,柴田卓治,磐余彦,公開,2003/12/15,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2919,拡がる視野 今日の婦人作家,新字新仮名,,柴田卓治,松永正敏,公開,2003/4/23,宮本百合子全集　第十二巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3008,「ヒロシマ」と「アダノの鐘」について,新字新仮名,,柴田卓治,米田進,公開,2003/5/22,宮本百合子全集　第十三巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2004,広場,新字新仮名,,柴田卓治,原田頌子,公開,2002/6/5,宮本百合子全集　第五巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,15996,「広場」について,新字新仮名,,柴田卓治,土屋隆,公開,2007/12/29,宮本百合子全集　第三十巻,新日本出版社,1986（昭和61）年3月20日初版,1986（昭和61）年3月20日初版,,,,
311,宮本 百合子,3463,便乗の図絵,新字新仮名,,柴田卓治,磐余彦,公開,2003/10/24,宮本百合子全集　第十六巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3468,ファシズムは生きている,新字新仮名,,柴田卓治,磐余彦,公開,2003/10/24,宮本百合子全集　第十六巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2803,風俗の感受性 現代風俗の解剖,新字新仮名,,柴田卓治,米田進,公開,2003/3/21,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2014,風知草,新字新仮名,,柴田卓治,松永正敏,公開,2002/10/11,宮本百合子全集　第六巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,15982,「風知草」創作メモ,新字新仮名,,柴田卓治,土屋隆,公開,2007/12/29,宮本百合子全集　第三十巻,新日本出版社,1986（昭和61）年3月20日初版,1986（昭和61）年3月20日初版,,,,
311,宮本 百合子,3153,夫婦が作家である場合,新字新仮名,,柴田卓治,米田進,公開,2003/7/27,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3101,フェア・プレイの悲喜,新字新仮名,,柴田卓治,米田進,公開,2003/7/12,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3703,深く静に各自の路を見出せ,新字新仮名,,柴田卓治,磐余彦,公開,2003/11/6,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3949,藤棚,新字新仮名,,柴田卓治,磐余彦,公開,2003/12/9,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3028,婦人作家,新字新仮名,,柴田卓治,米田進,公開,2003/5/30,宮本百合子全集　第十三巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3168,婦人作家の今日,新字新仮名,,柴田卓治,米田進,公開,2003/8/2,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2851,婦人作家の「不振」とその社会的原因,新字新仮名,,柴田卓治,米田進,公開,2003/2/7,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,4215,婦人作家は何故道徳家か？　そして何故男の美が描けぬか？,新字新仮名,,柴田卓治,磐余彦,公開,2004/5/13,宮本百合子全集　第十八巻,新日本出版社,1986（昭和61）年3月20日第2版第1刷,,,,,
311,宮本 百合子,3080,婦人雑誌の問題,新字新仮名,,柴田卓治,米田進,公開,2003/7/6,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3274,婦人大会にお集りの皆様へ,新字新仮名,,柴田卓治,米田進,公開,2003/9/20,宮本百合子全集　第十五巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3303,婦人デーとひな祭,新字新仮名,,柴田卓治,米田進,公開,2003/9/29,宮本百合子全集　第十五巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3086,婦人党員の目ざましい活動 エロ班のデマに抗議する,新字新仮名,,柴田卓治,米田進,公開,2003/7/6,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3082,婦人読者よ通信員になれ メーデーきたる,新字新仮名,,柴田卓治,米田進,公開,2003/7/6,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2927,婦人と文学,新字新仮名,,柴田卓治,松永正敏,公開,2003/4/29,宮本百合子全集　第十二巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2837,婦人と文学の話,新字新仮名,,柴田卓治,米田進,公開,2003/2/3,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3252,婦人の一票,新字新仮名,,柴田卓治,米田進,公開,2003/9/14,宮本百合子全集　第十五巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2973,婦人の生活と文学,新字新仮名,,柴田卓治,米田進,公開,2003/5/8,宮本百合子全集　第十三巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2959,婦人の創造力,新字新仮名,,柴田卓治,米田進,公開,2003/5/4,宮本百合子全集　第十三巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3119,婦人の読書,新字新仮名,,柴田卓治,米田進,公開,2003/7/18,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3106,婦人の文化的な創造力,新字新仮名,,柴田卓治,米田進,公開,2003/7/12,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,4005,婦人の皆さん,新字新仮名,,柴田卓治,磐余彦,公開,2003/12/21,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3904,『婦人文芸』発刊について,新字新仮名,,柴田卓治,磐余彦,公開,2003/11/30,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3247,婦人民主クラブ趣意書,新字新仮名,,柴田卓治,米田進,公開,2003/9/14,宮本百合子全集　第十五巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3304,婦人民主クラブについて,新字新仮名,,柴田卓治,米田進,公開,2003/9/29,宮本百合子全集　第十五巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,4176,二つの家を繋ぐ回想,新字新仮名,,柴田卓治,磐余彦,公開,2004/4/28,宮本百合子全集　第十八巻,新日本出版社,1986（昭和61）年3月20日第2版第1刷,,,,,
311,宮本 百合子,3075,二つの型,新字新仮名,,柴田卓治,米田進,公開,2003/7/3,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3494,ふたつの教訓,新字新仮名,,柴田卓治,磐余彦,公開,2003/10/30,宮本百合子全集　第十六巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3697,二つの態度,新字新仮名,,柴田卓治,磐余彦,公開,2003/11/6,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2011,二つの庭,新字新仮名,,柴田卓治,松永正敏,公開,2002/10/18,宮本百合子全集　第六巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2859,二つの場合,新字新仮名,,柴田卓治,米田進,公開,2003/2/11,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,4015,双葉山を手玉にとった“じこう様”について,新字新仮名,,柴田卓治,磐余彦,公開,2003/12/23,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,1999,二人いるとき,新字新仮名,,柴田卓治,原田頌子,公開,2002/6/5,宮本百合子全集　第五巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3967,二人の弟たちへのたより,新字新仮名,,柴田卓治,磐余彦,公開,2003/12/12,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2984,復活,新字新仮名,,柴田卓治,米田進,公開,2003/5/14,宮本百合子全集　第十三巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2775,不必要な誠実論 島木氏への答,新字新仮名,,柴田卓治,米田進,公開,2003/3/21,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2866,不満と希望 男性作家の描く女性について（『読売新聞』記者との一問一答）,新字新仮名,,柴田卓治,米田進,公開,2003/2/15,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,7924,冬の海,新字新仮名,,柴田卓治,土屋隆,公開,2009/4/7,宮本百合子全集　第二十九巻,新日本出版社,1986（昭和61）年3月20日第5刷,1986（昭和61）年3月20日第5刷　,,,,
311,宮本 百合子,2864,冬を越す蕾,新字新仮名,,柴田卓治,米田進,公開,2003/2/13,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,1952,古き小画,新字新仮名,,柴田卓治,松永正敏,公開,2002/1/24,宮本百合子全集　第二巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2835,ブルジョア作家のファッショ化に就て,新字新仮名,,柴田卓治,米田進,公開,2003/2/1,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2771,プロ文学の中間報告,新字新仮名,,柴田卓治,米田進,公開,2003/3/21,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3895,プロレタリア芸術の本体をシッカリ腹に入れてくれ！,新字新仮名,,柴田卓治,磐余彦,公開,2003/11/27,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,15967,プロレタリア美術展を観る,新字新仮名,,柴田卓治,土屋隆,公開,2007/10/18,宮本百合子全集　第三十巻,新日本出版社,1986（昭和61）年3月20日初版,1986（昭和61）年3月20日初版,,,,
311,宮本 百合子,2745,プロレタリア婦人作家と文化活動の問題,新字新仮名,,柴田卓治,米田進,公開,2002/11/27,宮本百合子全集　第九巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2834,プロレタリア文学における国際的主題について,新字新仮名,,柴田卓治,米田進,公開,2003/2/1,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2980,プロレタリア文学の存在,新字新仮名,,柴田卓治,米田進,公開,2003/5/12,宮本百合子全集　第十三巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3110,フロレンス・ナイチンゲールの生涯,新字新仮名,,柴田卓治,米田進,公開,2003/7/15,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3977,文学者として近衛内閣に要望す,新字新仮名,,柴田卓治,磐余彦,公開,2003/12/15,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2767,文学上の復古的提唱に対して,新字新仮名,,柴田卓治,米田進,公開,2003/3/21,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2825,文学精神と批判精神,新字新仮名,,柴田卓治,米田進,公開,2003/3/21,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3013,文学と生活,新字新仮名,,柴田卓治,米田進,公開,2003/5/24,宮本百合子全集　第十三巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2891,文学と地方性,新字新仮名,,柴田卓治,松永正敏,公開,2003/4/2,宮本百合子全集　第十二巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2817,文学と婦人,新字新仮名,,柴田卓治,米田進,公開,2003/3/23,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2765,文学における今日の日本的なるもの,新字新仮名,,柴田卓治,米田進,公開,2003/3/23,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2863,文学における古いもの・新しいもの 「風雲」について,新字新仮名,,柴田卓治,米田進,公開,2003/2/13,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2838,文学に関する感想,新字新仮名,,柴田卓治,米田進,公開,2003/2/3,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3005,文学について,新字新仮名,,柴田卓治,米田進,公開,2003/5/22,宮本百合子全集　第十三巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2772,文学の大衆化論について,新字新仮名,,柴田卓治,米田進,公開,2003/3/23,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2900,文学の大陸的性格について,新字新仮名,,柴田卓治,松永正敏,公開,2003/4/8,宮本百合子全集　第十二巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2822,文学のディフォーメイションに就て,新字新仮名,,柴田卓治,米田進,公開,2003/3/23,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2797,文学の流れ,新字新仮名,,柴田卓治,米田進,公開,2003/3/23,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2818,文学のひろがり そこにある科学と文学とのいきさつ,新字新仮名,,柴田卓治,米田進,公開,2003/3/25,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2915,文学は常に具体的 「国民文学」に望む,新字新仮名,,柴田卓治,松永正敏,公開,2003/4/20,宮本百合子全集　第十二巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3450,文化生産者としての自覚,新字新仮名,,柴田卓治,磐余彦,公開,2003/10/22,宮本百合子全集　第十六巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2781,文芸時評,新字新仮名,,柴田卓治,米田進,公開,2003/3/25,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2784,文芸時評,新字新仮名,,柴田卓治,米田進,公開,2003/3/25,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2836,文芸時評,新字新仮名,,柴田卓治,米田進,公開,2003/2/1,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2831,文芸時評 「ナップ」第三回大会にふれて,新字新仮名,,柴田卓治,米田進,公開,2003/1/30,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2760,『文芸評論』出版について,新字新仮名,,柴田卓治,米田進,公開,2003/3/25,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3897,文戦脱退はなぜすぐナップに加入出来るのか？,新字新仮名,,柴田卓治,磐余彦,公開,2003/11/27,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2830,文壇はどうなる,新字新仮名,,柴田卓治,米田進,公開,2003/1/30,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2908,平坦ならぬ道 国民文学にふれて,新字新仮名,,柴田卓治,松永正敏,公開,2003/4/14,宮本百合子全集　第十二巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2998,平和運動と文学者 一九四八年十二月二十五日、新日本文学会主催「文芸講演会」における講演,新字新仮名,,柴田卓治,米田進,公開,2003/5/18,宮本百合子全集　第十三巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3490,平和の願いは厳粛である,新字新仮名,,柴田卓治,磐余彦,公開,2003/10/30,宮本百合子全集　第十六巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3460,平和への荷役,新字新仮名,,柴田卓治,磐余彦,公開,2003/10/24,宮本百合子全集　第十六巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,15988,平和を保つため,新字新仮名,,柴田卓治,土屋隆,公開,2007/12/29,宮本百合子全集　第三十巻,新日本出版社,1986（昭和61）年3月20日初版,1986（昭和61）年3月20日初版,,,,
311,宮本 百合子,3471,平和をわれらに,新字新仮名,,柴田卓治,磐余彦,公開,2003/10/26,宮本百合子全集　第十六巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,1980,ペーチャの話,新字新仮名,,柴田卓治,松永正敏,公開,2002/5/7,宮本百合子全集　第四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,1961,部屋,新字新仮名,,柴田卓治,原田頌子,公開,2002/1/23,宮本百合子全集　第二巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2925,ベリンスキーの眼力,新字新仮名,,柴田卓治,松永正敏,公開,2003/4/26,宮本百合子全集　第十二巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2785,ペンクラブのパリ大会 議題の抜粋についての感想,新字新仮名,,柴田卓治,米田進,公開,2003/3/25,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,1974,帆,新字新仮名,,柴田卓治,米田進,公開,2002/10/29,宮本百合子全集　第三巻,新日本出版社,1986（昭和61）年3月20日第5刷,1982（昭和57）年2月15日第3刷,,,,
311,宮本 百合子,3275,ほうき一本,新字新仮名,,柴田卓治,米田進,公開,2003/9/20,宮本百合子全集　第十五巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3070,法律的独立人格の承認,新字新仮名,,柴田卓治,米田進,公開,2003/7/3,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,3865,吠える,新字新仮名,,柴田卓治,磐余彦,公開,2003/11/21,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,1965,牡丹,新字新仮名,,柴田卓治,米田進,公開,2002/10/25,宮本百合子全集　第三巻,新日本出版社,1986（昭和61）年3月20日第5刷,1982（昭和57）年2月15日第3刷,,,,
311,宮本 百合子,1983,舗道,新字新仮名,,柴田卓治,松永正敏,公開,2002/6/3,宮本百合子全集　第四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,2923,「保姆」の印象,新字新仮名,,柴田卓治,松永正敏,公開,2003/4/26,宮本百合子全集　第十二巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,4040,本郷の名物,新字新仮名,,柴田卓治,磐余彦,公開,2003/12/27,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3994,本棚,新字新仮名,,柴田卓治,磐余彦,公開,2003/12/18,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3456,本当の愛嬌ということ,新字新仮名,,柴田卓治,磐余彦,公開,2003/10/22,宮本百合子全集　第十六巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,3478,ボン・ボヤージ！ 渡米水泳選手におくる,新字新仮名,,柴田卓治,磐余彦,公開,2003/10/26,宮本百合子全集　第十六巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2902,翻訳の価値 「ゴロヴリョフ家の人々」にふれて,新字新仮名,,柴田卓治,松永正敏,公開,2003/4/11,宮本百合子全集　第十二巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,4118,まえがき（『真実に生きた女性たち』）,新字新仮名,,柴田卓治,磐余彦,公開,2004/4/11,宮本百合子全集　第十八巻,新日本出版社,1986（昭和61）年3月20日第2版第1刷,,,,,
311,宮本 百合子,4224,マクシム・ゴーリキイについて,新字新仮名,,柴田卓治,磐余彦,公開,2004/5/17,宮本百合子全集　第十八巻,新日本出版社,1986（昭和61）年3月20日第2版第1刷,,,,,
311,宮本 百合子,2877,マクシム・ゴーリキイによって描かれた婦人,新字新仮名,,柴田卓治,米田進,公開,2003/2/21,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2879,マクシム・ゴーリキイの伝記 幼年時代・少年時代・青年時代,新字新仮名,,柴田卓治,米田進,公開,2003/2/23,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2878,マクシム・ゴーリキイの発展の特質,新字新仮名,,柴田卓治,米田進,公開,2003/2/21,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2852,マクシム・ゴーリキイの人及び芸術,新字新仮名,,柴田卓治,米田進,公開,2003/2/7,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,2025,貧しき人々の群,新字新仮名,,柴田卓治,松永正敏,公開,2002/1/1,宮本百合子全集　第一巻,新日本出版社,1986（昭和61）年3月20日第5刷,1979（昭和54）年4月20日初版,,,,
311,宮本 百合子,3085,ますます確りやりましょう,新字新仮名,,柴田卓治,米田進,公開,2003/7/6,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,,,,,
311,宮本 百合子,4174,又、家,新字新仮名,,柴田卓治,磐余彦,公開,2004/4/28,宮本百合子全集　第十八巻,新日本出版社,1986（昭和61）年3月20日第2版第1刷,,,,,
311,宮本 百合子,1970,街,新字新仮名,,柴田卓治,米田進,公開,2002/10/27,宮本百合子全集　第三巻,新日本出版社,1986（昭和61）年3月20日第5刷,1982（昭和57）年2月15日第3刷,,,,
311,宮本 百合子,3963,まちがい,新字新仮名,,柴田卓治,磐余彦,公開,2003/12/12,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,,,,,
311,宮本 百合子,4205,町の展望,新字新仮名,,柴田卓治,磐余彦,公開,2004/5/9,宮本百合子全集　第十八巻,新日本出版社,1986（昭和61）年3月20日第2版第1刷,,,,,
